"PROBEID","SYMBOL","GENENAME"
"1553039_a_at","ASB10","ankyrin repeat and SOCS box containing 10"
"1553041_at","HTR3C","5-hydroxytryptamine receptor 3C"
"1553042_a_at","NFKBID","NFKB inhibitor delta"
"1553043_a_at","CD300LF","CD300 molecule like family member f"
"1553044_at","GJA10","gap junction protein alpha 10"
"1553045_at","WNT9A","Wnt family member 9A"
"1553046_s_at","GAL3ST2","galactose-3-O-sulfotransferase 2"
"1553047_at","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"1553051_s_at","CIMAP1A","ciliary microtubule associated protein 1A"
"1553052_at","WFDC13","WAP four-disulfide core domain 13"
"1553053_at","CCDC197","coiled-coil domain containing 197"
"1553055_a_at","SLFN5","schlafen family member 5"
"1553057_at","SERPINB12","serpin family B member 12"
"1553058_at","GIPC3","GIPC PDZ domain containing family member 3"
"1553059_at","PGLYRP3","peptidoglycan recognition protein 3"
"1553060_at","PSKH2","protein serine kinase H2"
"1553061_at","OR6W1P","olfactory receptor family 6 subfamily W member 1 pseudogene"
"1553062_at","MOGAT1","monoacylglycerol O-acyltransferase 1"
"1553063_at","GPR78","G protein-coupled receptor 78"
"1553064_at","H1-8","H1.8 linker histone"
"1553066_at","TAAR9","trace amine associated receptor 9"
"1553067_a_at","GNRHR2","gonadotropin releasing hormone receptor 2 (pseudogene)"
"1553070_a_at","MYOZ3","myozenin 3"
"1553072_at","BNIPL","BCL2 interacting protein like"
"1553074_at","ASB11","ankyrin repeat and SOCS box containing 11"
"1553075_a_at","OFCC1","orofacial cleft 1 candidate 1 (pseudogene)"
"1553077_at","SDR9C7","short chain dehydrogenase/reductase family 9C member 7"
"1553078_at","OR5P3","olfactory receptor family 5 subfamily P member 3"
"1553079_at","TRIM40","tripartite motif containing 40"
"1553080_at","CSN1S2AP","casein alpha s2 like A, pseudogene"
"1553081_at","WFDC12","WAP four-disulfide core domain 12"
"1553082_at","CRYGN","crystallin gamma N"
"1553084_at","STARD6","StAR related lipid transfer domain containing 6"
"1553086_at","C11orf40","chromosome 11 putative open reading frame 40"
"1553087_at","ZBTB7C-AS2","ZBTB7C antisense RNA 2"
"1553088_a_at","BCL2L11","BCL2 like 11"
"1553093_a_at","DEFB119","defensin beta 119"
"1553094_at","TAC4","tachykinin precursor 4"
"1553099_at","TIGD1","tigger transposable element derived 1"
"1553101_a_at","ALKBH5","alkB homolog 5, RNA demethylase"
"1553102_a_at","CCDC69","coiled-coil domain containing 69"
"1553103_at","NFX1","nuclear transcription factor, X-box binding 1"
"1553105_s_at","DSG2","desmoglein 2"
"1553106_at","C5orf24","chromosome 5 open reading frame 24"
"1553111_a_at","KBTBD6","kelch repeat and BTB domain containing 6"
"1553112_s_at","CDK8","cyclin dependent kinase 8"
"1553114_a_at","PTK6","protein tyrosine kinase 6"
"1553115_at","NKD1","NKD inhibitor of WNT signaling pathway 1"
"1553117_a_at","STK38","serine/threonine kinase 38"
"1553118_at","THEM4","thioesterase superfamily member 4"
"1553120_at","CLSPN","claspin"
"1553122_s_at","RBAK","RB associated KRAB zinc finger"
"1553123_at","WDR62","WD repeat domain 62"
"1553126_a_at","SLC39A12","solute carrier family 39 member 12"
"1553127_a_at","RNF168","ring finger protein 168"
"1553129_at","SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"1553130_at","LOC652276","potassium channel tetramerization domain containing 5 pseudogene"
"1553131_a_at","GATA4","GATA binding protein 4"
"1553132_a_at","TC2N","tandem C2 domains, nuclear"
"1553133_at","C9orf72","C9orf72-SMCR8 complex subunit"
"1553136_at","KCTD18","potassium channel tetramerization domain containing 18"
"1553137_s_at","KLF11","KLF transcription factor 11"
"1553138_a_at","ANKLE1","ankyrin repeat and LEM domain containing 1"
"1553139_s_at","PLXNA3","plexin A3"
"1553140_at","PELO","pelota mRNA surveillance and ribosome rescue factor"
"1553141_at","LACC1","laccase domain containing 1"
"1553145_at","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head)"
"1553146_at","TEX55","testis expressed 55"
"1553147_at","RANBP3L","RAN binding protein 3 like"
"1553148_a_at","SNX13","sorting nexin 13"
"1553150_at","KDM1B","lysine demethylase 1B"
"1553151_at","ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"1553156_at","LHX4","LIM homeobox 4"
"1553158_at","CEP19","centrosomal protein 19"
"1553159_at","DNAH11","dynein axonemal heavy chain 11"
"1553162_x_at","PROSER3","proline and serine rich 3"
"1553163_at","ADPRHL1","ADP-ribosylhydrolase like 1"
"1553165_at","SYNRG","synergin gamma"
"1553166_at","CDH24","cadherin 24"
"1553167_a_at","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"1553168_at","GRIK5","glutamate ionotropic receptor kainate type subunit 5"
"1553169_at","LRRN4","leucine rich repeat neuronal 4"
"1553172_at","ZNF777","zinc finger protein 777"
"1553174_at","JPH2","junctophilin 2"
"1553175_s_at","PDE5A","phosphodiesterase 5A"
"1553176_at","SH2D1B","SH2 domain containing 1B"
"1553178_a_at","SSTR3","somatostatin receptor 3"
"1553179_at","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"1553181_at","DDX31","DEAD-box helicase 31"
"1553183_at","UMODL1","uromodulin like 1"
"1553185_at","RASEF","RAS and EF-hand domain containing"
"1553188_s_at","PARD3B","par-3 family cell polarity regulator beta"
"1553191_at","DST","dystonin"
"1553192_at","ZNF441","zinc finger protein 441"
"1553194_at","NEGR1","neuronal growth regulator 1"
"1553196_a_at","FCRL3","Fc receptor like 3"
"1553197_at","DCAF4L2","DDB1 and CUL4 associated factor 4 like 2"
"1553202_at","STOX1","storkhead box 1"
"1553204_at","CRMA","cardiomyocyte maturation associated lncRNA"
"1553207_at","ARL10","ARF like GTPase 10"
"1553209_at","RNFT2","ring finger protein, transmembrane 2"
"1553211_at","ANKFN1","ankyrin repeat and fibronectin type III domain containing 1"
"1553212_at","KRT78","keratin 78"
"1553214_a_at","CCDC7","coiled-coil domain containing 7"
"1553216_at","ZNF41","zinc finger protein 41"
"1553218_a_at","ZNF512","zinc finger protein 512"
"1553219_a_at","AMMECR1","AMMECR nuclear protein 1"
"1553220_at","FAM117B","family with sequence similarity 117 member B"
"1553221_at","ZNF583","zinc finger protein 583"
"1553222_at","OXER1","oxoeicosanoid receptor 1"
"1553224_at","LUZP1","leucine zipper protein 1"
"1553225_s_at","ZNF75D","zinc finger protein 75D"
"1553226_at","LINC00052","long intergenic non-protein coding RNA 52"
"1553227_s_at","BRWD1","bromodomain and WD repeat domain containing 1"
"1553228_at","CCDC89","coiled-coil domain containing 89"
"1553229_at","ZNF572","zinc finger protein 572"
"1553232_at","RMDN2","regulator of microtubule dynamics 2"
"1553234_at","ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18"
"1553235_at","PCDHAC1","protocadherin alpha subfamily C, 1"
"1553238_a_at","HIPK4","homeodomain interacting protein kinase 4"
"1553239_at","FAM124A","family with sequence similarity 124 member A"
"1553241_at","NKAIN3","sodium/potassium transporting ATPase interacting 3"
"1553243_at","ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"1553244_at","FANCB","FA complementation group B"
"1553246_a_at","POMK","protein O-mannose kinase"
"1553247_a_at","ZNF709","zinc finger protein 709"
"1553248_at","CCDC57","coiled-coil domain containing 57"
"1553249_at","SMC1B","structural maintenance of chromosomes 1B"
"1553252_a_at","BRWD3","bromodomain and WD repeat domain containing 3"
"1553253_at","ASB16","ankyrin repeat and SOCS box containing 16"
"1553254_at","MAGEE2","MAGE family member E2"
"1553255_at","ERVV-1","endogenous retrovirus group V member 1, envelope"
"1553257_at","GAL3ST3","galactose-3-O-sulfotransferase 3"
"1553258_at","FLJ30679","uncharacterized protein FLJ30679"
"1553260_s_at","C2CD6","C2 calcium dependent domain containing 6"
"1553262_a_at","UTS2R","urotensin 2 receptor"
"1553263_at","USH1G","USH1 protein network component sans"
"1553264_a_at","SYN1","synapsin I"
"1553265_at","SLC23A3","solute carrier family 23 member 3"
"1553266_at","CNOT6L","CCR4-NOT transcription complex subunit 6 like"
"1553268_at","RHBDL3","rhomboid like 3"
"1553269_at","ZNF718","zinc finger protein 718"
"1553271_at","DIP2B","disco interacting protein 2 homolog B"
"1553272_at","SLC36A1","solute carrier family 36 member 1"
"1553274_a_at","SNRNP48","small nuclear ribonucleoprotein U11/U12 subunit 48"
"1553275_s_at","ANKRD52","ankyrin repeat domain 52"
"1553276_at","ZNF560","zinc finger protein 560"
"1553277_at","RTTN","rotatin"
"1553279_at","BTNL9","butyrophilin like 9"
"1553280_at","PUS10","pseudouridine synthase 10"
"1553281_at","PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2"
"1553282_at","UMODL1-AS1","UMODL1 antisense RNA 1"
"1553284_s_at","LMLN","leishmanolysin like peptidase"
"1553285_s_at","RAD9B","RAD9 checkpoint clamp component B"
"1553286_at","ZNF555","zinc finger protein 555"
"1553288_a_at","NYAP1","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1"
"1553292_s_at","RSKR","ribosomal protein S6 kinase related"
"1553293_at","MRGPRX3","MAS related GPR family member X3"
"1553295_at","ABCA13","ATP binding cassette subfamily A member 13"
"1553296_at","ADGRG7","adhesion G protein-coupled receptor G7"
"1553297_a_at","CSF3R","colony stimulating factor 3 receptor"
"1553298_at","CD300LD-AS1","CD300LD antisense RNA 1"
"1553299_at","DUSP5P1","dual specificity phosphatase 5 pseudogene 1"
"1553300_a_at","DGKH","diacylglycerol kinase eta"
"1553301_a_at","TMEM182","transmembrane protein 182"
"1553303_at","C16orf46","chromosome 16 open reading frame 46"
"1553304_at","LSM14B","LSM family member 14B"
"1553306_at","CASP8","caspase 8"
"1553310_at","PLB1","phospholipase B1"
"1553311_at","LINC02910","long intergenic non-protein coding RNA 2910"
"1553313_s_at","SLC5A3","solute carrier family 5 member 3"
"1553314_a_at","KIF19","kinesin family member 19"
"1553315_at","SLFNL1","schlafen like 1"
"1553316_at","GPR82","G protein-coupled receptor 82"
"1553318_at","RIBC1","RIB43A domain with coiled-coils 1"
"1553319_at","OXGR1","oxoglutarate receptor 1"
"1553320_s_at","CDC14C","cell division cycle 14C"
"1553321_a_at","SULT1C4","sulfotransferase family 1C member 4"
"1553322_s_at","TEAD1","TEA domain transcription factor 1"
"1553323_a_at","CATSPER2","cation channel sperm associated 2"
"1553325_at","POU5F2","POU domain class 5, transcription factor 2"
"1553326_at","RXFP2","relaxin family peptide receptor 2"
"1553327_a_at","BEND7","BEN domain containing 7"
"1553328_a_at","SLC18A2","solute carrier family 18 member A2"
"1553329_at","SSMEM1","serine rich single-pass membrane protein 1"
"1553333_at","MAB21L3","mab-21 like 3"
"1553335_x_at","BASP1-AS1","BASP1 antisense RNA 1"
"1553336_a_at","MIER3","MIER family member 3"
"1553338_at","SDE2","SDE2 telomere maintenance homolog"
"1553340_s_at","SLC35G5","solute carrier family 35 member G5"
"1553340_s_at","SLC35G3","solute carrier family 35 member G3"
"1553340_s_at","SLC35G4","solute carrier family 35 member G4"
"1553341_at","UROC1","urocanate hydratase 1"
"1553344_at","PCDH15","protocadherin related 15"
"1553346_a_at","TNRC6A","trinucleotide repeat containing adaptor 6A"
"1553347_s_at","KCNA6","potassium voltage-gated channel subfamily A member 6"
"1553347_s_at","GALNT8","polypeptide N-acetylgalactosaminyltransferase 8"
"1553349_at","ARID2","AT-rich interaction domain 2"
"1553350_at","AMER3","APC membrane recruitment protein 3"
"1553351_at","OTUD7A","OTU deubiquitinase 7A"
"1553352_x_at","ERVW-1","endogenous retrovirus group W member 1, envelope"
"1553357_at","FGF13","fibroblast growth factor 13"
"1553359_at","FBXL18","F-box and leucine rich repeat protein 18"
"1553363_at","LINC01600","long intergenic non-protein coding RNA 1600"
"1553364_at","PNPLA1","patatin like phospholipase domain containing 1"
"1553365_at","DEPDC4","DEP domain containing 4"
"1553366_s_at","ANKRD23","ankyrin repeat domain 23"
"1553366_s_at","ANKRD39","ankyrin repeat domain 39"
"1553367_a_at","COX6B2","cytochrome c oxidase subunit 6B2"
"1553369_at","NIBAN3","niban apoptosis regulator 3"
"1553371_at","EPHA10","EPH receptor A10"
"1553373_at","WDR64","WD repeat domain 64"
"1553375_at","BTBD9","BTB domain containing 9"
"1553378_a_at","HEATR9","HEAT repeat containing 9"
"1553380_at","PARP15","poly(ADP-ribose) polymerase family member 15"
"1553383_at","ARHGAP42","Rho GTPase activating protein 42"
"1553385_at","LINC01101","long intergenic non-protein coding RNA 1101"
"1553386_at","MFSD2A","MFSD2 lysolipid transporter A, lysophospholipid"
"1553387_at","ATM","ATM serine/threonine kinase"
"1553388_at","CALHM4","calcium homeostasis modulator family member 4"
"1553389_at","NPHP3","nephrocystin 3"
"1553390_at","ATG9B","autophagy related 9B"
"1553391_at","CXorf58","chromosome X open reading frame 58"
"1553392_at","EFCAB3","EF-hand calcium binding domain 3"
"1553394_a_at","TFAP2B","transcription factor AP-2 beta"
"1553396_a_at","CCDC13","coiled-coil domain containing 13"
"1553399_a_at","LINC02210","long intergenic non-protein coding RNA 2210"
"1553401_at","MRGPRX1","MAS related GPR family member X1"
"1553402_a_at","HFE","homeostatic iron regulator"
"1553403_at","RLN3","relaxin 3"
"1553405_a_at","CSMD1","CUB and Sushi multiple domains 1"
"1553407_at","MACF1","microtubule actin crosslinking factor 1"
"1553409_at","ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif 20"
"1553411_s_at","SALL3","spalt like transcription factor 3"
"1553412_at","AGBL4","AGBL carboxypeptidase 4"
"1553413_at","LCAL1","lung cancer associated lncRNA 1"
"1553415_at","SLC17A8","solute carrier family 17 member 8"
"1553417_at","LINC02873","long intergenic non-protein coding RNA 2873"
"1553420_at","SATB2-AS1","SATB2 antisense RNA 1"
"1553422_s_at","RBFOX1","RNA binding fox-1 homolog 1"
"1553423_a_at","SLFN13","schlafen family member 13"
"1553424_at","REDIC1","regulator of DNA class I crossover intermediates 1"
"1553425_at","CFAP57","cilia and flagella associated protein 57"
"1553426_at","LINC03122","long intergenic non-protein coding RNA 3122"
"1553427_at","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15"
"1553428_at","LY86-AS1","LY86 antisense RNA 1"
"1553430_a_at","EDARADD","EDAR associated via death domain"
"1553432_s_at","OTOA","otoancorin"
"1553432_s_at","OTOAP1","OTOA pseudogene 1"
"1553433_at","CCDC171","coiled-coil domain containing 171"
"1553434_at","CYP4Z2P","cytochrome P450 family 4 subfamily Z member 2, pseudogene"
"1553435_at","C18orf15","chromosome 18 putative open reading frame 15"
"1553436_at","MUC19","mucin 19, oligomeric"
"1553437_at","KLHDC7A","kelch domain containing 7A"
"1553438_at","NDUFV1-DT","NDUFV1 divergent transcript"
"1553440_at","AQP4-AS1","AQP4 antisense RNA 1"
"1553441_at","CNTNAP4","contactin associated protein family member 4"
"1553443_at","FER1L6-AS1","FER1L6 antisense RNA 1"
"1553444_a_at","C1orf127","chromosome 1 open reading frame 127"
"1553446_at","CCDC162P","coiled-coil domain containing 162, pseudogene"
"1553447_at","AGBL1","AGBL carboxypeptidase 1"
"1553448_at","LINC02880","long intergenic non-protein coding RNA 2880"
"1553449_at","LINC00304","long intergenic non-protein coding RNA 304"
"1553451_at","TERB1","telomere repeat binding bouquet formation protein 1"
"1553452_at","MYO1H","myosin IH"
"1553453_at","ASB14","ankyrin repeat and SOCS box containing 14"
"1553454_at","RPTN","repetin"
"1553457_at","LINC00269","long intergenic non-protein coding RNA 269"
"1553458_at","VSTM4","V-set and transmembrane domain containing 4"
"1553459_at","CCDC150","coiled-coil domain containing 150"
"1553460_at","STPG4","sperm-tail PG-rich repeat containing 4"
"1553461_at","FAM9B","family with sequence similarity 9 member B"
"1553464_at","FLJ40288","Putative uncharacterized protein FLJ40288"
"1553465_a_at","CES5A","carboxylesterase 5A"
"1553466_at","CFAP47","cilia and flagella associated protein 47"
"1553467_at","DCAF8L2","DDB1 and CUL4 associated factor 8 like 2"
"1553468_at","HYDIN","HYDIN axonemal central pair apparatus protein"
"1553468_at","HYDIN2","HYDIN axonemal central pair apparatus protein 2 (pseudogene)"
"1553470_at","DNAH17","dynein axonemal heavy chain 17"
"1553472_at","LINC01931","long intergenic non-protein coding RNA 1931"
"1553474_at","LOC100288966","POTE ankyrin domain family member D-like"
"1553478_at","KIRREL3-AS3","KIRREL3 antisense RNA 3"
"1553479_at","TMEM145","transmembrane protein 145"
"1553482_at","C15orf32","chromosome 15 putative open reading frame 32"
"1553483_at","TSGA10IP","testis specific 10 interacting protein"
"1553484_at","LINC00477","long intergenic non-protein coding RNA 477"
"1553485_at","CCDC140","CCDC140 long non-coding RNA"
"1553486_a_at","C17orf78","chromosome 17 open reading frame 78"
"1553488_at","TEKT5","tektin 5"
"1553491_at","KSR2","kinase suppressor of ras 2"
"1553492_a_at","PAX1","paired box 1"
"1553493_a_at","TDH","L-threonine dehydrogenase (pseudogene)"
"1553497_at","LINC00615","long intergenic non-protein coding RNA 615"
"1553499_s_at","SERPINA9","serpin family A member 9"
"1553500_at","FBXL21P","F-box and leucine rich repeat protein 21, pseudogene"
"1553502_a_at","PALM2AKAP2","PALM2 and AKAP2 fusion"
"1553504_at","MRGPRX4","MAS related GPR family member X4"
"1553505_at","A2ML1","alpha-2-macroglobulin like 1"
"1553506_at","CPO","carboxypeptidase O"
"1553507_a_at","GPR6","G protein-coupled receptor 6"
"1553508_at","MDS2","myelodysplastic syndrome 2 translocation associated"
"1553510_s_at","CNOT9","CCR4-NOT transcription complex subunit 9"
"1553511_at","GJD3","gap junction protein delta 3"
"1553512_at","HOXC12","homeobox C12"
"1553513_at","VNN3P","vanin 3, pseudogene"
"1553515_at","COPS9","COP9 signalosome subunit 9"
"1553517_at","FERD3L","Fer3 like bHLH transcription factor"
"1553518_at","DEFT1P","defensin theta 1, pseudogene"
"1553518_at","DEFT1P2","defensin theta 1, pseudogene 2"
"1553519_at","LINC00314","long intergenic non-protein coding RNA 314"
