"PROBEID","SYMBOL","GENENAME"
"201132_at","RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough"
"201133_s_at","PJA2","praja ring finger ubiquitin ligase 2"
"201134_x_at","COX7C","cytochrome c oxidase subunit 7C"
"201135_at","ECHS1","enoyl-CoA hydratase, short chain 1"
"201136_at","PLP2","proteolipid protein 2"
"201137_s_at","HLA-DPB1","major histocompatibility complex, class II, DP beta 1"
"201138_s_at","SSB","small RNA binding exonuclease protection factor La"
"201140_s_at","RAB5C","RAB5C, member RAS oncogene family"
"201141_at","GPNMB","glycoprotein nmb"
"201142_at","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha"
"201145_at","HAX1","HCLS1 associated protein X-1"
"201146_at","NFE2L2","NFE2 like bZIP transcription factor 2"
"201147_s_at","TIMP3","TIMP metallopeptidase inhibitor 3"
"201151_s_at","MBNL1","muscleblind like splicing regulator 1"
"201155_s_at","MFN2","mitofusin 2"
"201157_s_at","NMT1","N-myristoyltransferase 1"
"201160_s_at","YBX3","Y-box binding protein 3"
"201162_at","IGFBP7","insulin like growth factor binding protein 7"
"201164_s_at","PUM1","pumilio RNA binding family member 1"
"201167_x_at","ARHGDIA","Rho GDP dissociation inhibitor alpha"
"201169_s_at","BHLHE40","basic helix-loop-helix family member e40"
"201173_x_at","NUDC","nuclear distribution C, dynein complex regulator"
"201174_s_at","TERF2IP","TERF2 interacting protein"
"201175_at","TMX2","thioredoxin related transmembrane protein 2"
"201176_s_at","ARCN1","archain 1"
"201177_s_at","UBA2","ubiquitin like modifier activating enzyme 2"
"201178_at","FBXO7","F-box protein 7"
"201179_s_at","GNAI3","G protein subunit alpha i3"
"201182_s_at","CHD4","chromodomain helicase DNA binding protein 4"
"201185_at","HTRA1","HtrA serine peptidase 1"
"201186_at","LRPAP1","LDL receptor related protein associated protein 1"
"201187_s_at","ITPR3","inositol 1,4,5-trisphosphate receptor type 3"
"201190_s_at","PITPNA","phosphatidylinositol transfer protein alpha"
"201193_at","IDH1","isocitrate dehydrogenase (NADP(+)) 1"
"201194_at","SELENOW","selenoprotein W"
"201195_s_at","SLC7A5","solute carrier family 7 member 5"
"201196_s_at","AMD1","adenosylmethionine decarboxylase 1"
"201198_s_at","PSMD1","proteasome 26S subunit, non-ATPase 1"
"201200_at","CREG1","cellular repressor of E1A stimulated genes 1"
"201201_at","CSTB","cystatin B"
"201202_at","PCNA","proliferating cell nuclear antigen"
"201203_s_at","RRBP1","ribosome binding protein 1"
"201207_at","TNFAIP1","TNF alpha induced protein 1"
"201209_at","HDAC1","histone deacetylase 1"
"201210_at","DDX3X","DEAD-box helicase 3 X-linked"
"201212_at","LGMN","legumain"
"201213_at","PPP1R7","protein phosphatase 1 regulatory subunit 7"
"201215_at","PLS3","plastin 3"
"201216_at","ERP29","endoplasmic reticulum protein 29"
"201217_x_at","RPL3","ribosomal protein L3"
"201218_at","CTBP2","C-terminal binding protein 2"
"201221_s_at","SNRNP70","small nuclear ribonucleoprotein U1 subunit 70"
"201222_s_at","RAD23B","RAD23 homolog B, nucleotide excision repair protein"
"201224_s_at","SRRM1","serine and arginine repetitive matrix 1"
"201226_at","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8"
"201228_s_at","ARIH2","ariadne RBR E3 ubiquitin protein ligase 2"
"201231_s_at","ENO1","enolase 1"
"201232_s_at","PSMD13","proteasome 26S subunit, non-ATPase 13"
"201234_at","ILK","integrin linked kinase"
"201235_s_at","BTG2","BTG anti-proliferation factor 2"
"201237_at","CAPZA2","capping actin protein of muscle Z-line subunit alpha 2"
"201239_s_at","SPCS2","signal peptidase complex subunit 2"
"201239_s_at","SPCS2P4","signal peptidase complex subunit 2 pseudogene 4"
"201241_at","DDX1","DEAD-box helicase 1"
"201242_s_at","ATP1B1","ATPase Na+/K+ transporting subunit beta 1"
"201244_s_at","RAF1","Raf-1 proto-oncogene, serine/threonine kinase"
"201245_s_at","OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1"
"201247_at","SREBF2","sterol regulatory element binding transcription factor 2"
"201249_at","SLC2A1","solute carrier family 2 member 1"
"201251_at","PKM","pyruvate kinase M1/2"
"201252_at","PSMC4","proteasome 26S subunit, ATPase 4"
"201253_s_at","CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"201255_x_at","BAG6","BAG cochaperone 6"
"201256_at","COX7A2L","cytochrome c oxidase subunit 7A2 like"
"201258_at","RPS16","ribosomal protein S16"
"201259_s_at","SYPL1","synaptophysin like 1"
"201261_x_at","BGN","biglycan"
"201263_at","TARS1","threonyl-tRNA synthetase 1"
"201264_at","COPE","COPI coat complex subunit epsilon"
"201266_at","TXNRD1","thioredoxin reductase 1"
"201267_s_at","PSMC3","proteasome 26S subunit, ATPase 3"
"201268_at","NME2","NME/NM23 nucleoside diphosphate kinase 2"
"201268_at","NME1-NME2","NME1-NME2 readthrough"
"201269_s_at","NUDCD3","NudC domain containing 3"
"201271_s_at","RALY","RALY heterogeneous nuclear ribonucleoprotein"
"201272_at","AKR1B1","aldo-keto reductase family 1 member B"
"201273_s_at","SRP9","signal recognition particle 9"
"201274_at","PSMA5","proteasome 20S subunit alpha 5"
"201275_at","FDPS","farnesyl diphosphate synthase"
"201276_at","RAB5B","RAB5B, member RAS oncogene family"
"201277_s_at","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B"
"201278_at","DAB2","DAB adaptor protein 2"
"201281_at","ADRM1","ADRM1 26S proteasome ubiquitin receptor"
"201282_at","OGDH","oxoglutarate dehydrogenase"
"201283_s_at","TRAK1","trafficking kinesin protein 1"
"201284_s_at","APEH","acylaminoacyl-peptide hydrolase"
"201285_at","MKRN1","makorin ring finger protein 1"
"201286_at","SDC1","syndecan 1"
"201288_at","ARHGDIB","Rho GDP dissociation inhibitor beta"
"201289_at","CCN1","cellular communication network factor 1"
"201290_at","SEC11A","SEC11 homolog A, signal peptidase complex subunit"
"201291_s_at","TOP2A","DNA topoisomerase II alpha"
"201293_x_at","PPIA","peptidylprolyl isomerase A"
"201294_s_at","WSB1","WD repeat and SOCS box containing 1"
"201297_s_at","MOB1A","MOB kinase activator 1A"
"201300_s_at","PRNP","prion protein (Kanno blood group)"
"201301_s_at","ANXA4","annexin A4"
"201303_at","EIF4A3","eukaryotic translation initiation factor 4A3"
"201304_at","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5"
"201305_x_at","ANP32B","acidic nuclear phosphoprotein 32 family member B"
"201307_at","SEPTIN11","septin 11"
"201309_x_at","NREP","neuronal regeneration related protein"
"201311_s_at","SH3BGRL","SH3 domain binding glutamate rich protein like"
"201313_at","ENO2","enolase 2"
"201314_at","STK25","serine/threonine kinase 25"
"201315_x_at","IFITM2","interferon induced transmembrane protein 2"
"201316_at","PSMA2","proteasome 20S subunit alpha 2"
"201318_s_at","MYL12A","myosin light chain 12A"
"201318_s_at","MYL12B","myosin light chain 12B"
"201320_at","SMARCC2","SWI/SNF related BAF chromatin remodeling complex subunit C2"
"201322_at","ATP5F1B","ATP synthase F1 subunit beta"
"201323_at","EBNA1BP2","EBNA1 binding protein 2"
"201324_at","EMP1","epithelial membrane protein 1"
"201326_at","CCT6A","chaperonin containing TCP1 subunit 6A"
"201328_at","ETS2","ETS proto-oncogene 2, transcription factor"
"201330_at","RARS1","arginyl-tRNA synthetase 1"
"201331_s_at","STAT6","signal transducer and activator of transcription 6"
"201333_s_at","ARHGEF12","Rho guanine nucleotide exchange factor 12"
"201336_at","VAMP3","vesicle associated membrane protein 3"
"201338_x_at","GTF3A","general transcription factor IIIA"
"201339_s_at","SCP2","sterol carrier protein 2"
"201340_s_at","ENC1","ectodermal-neural cortex 1"
"201342_at","SNRPC","small nuclear ribonucleoprotein polypeptide C"
"201343_at","UBE2D2","ubiquitin conjugating enzyme E2 D2"
"201346_at","ADIPOR2","adiponectin receptor 2"
"201347_x_at","GRHPR","glyoxylate and hydroxypyruvate reductase"
"201348_at","GPX3","glutathione peroxidase 3"
"201349_at","NHERF1","NHERF family PDZ scaffold protein 1"
"201350_at","FLOT2","flotillin 2"
"201351_s_at","YME1L1","YME1 like 1 ATPase"
"201353_s_at","BAZ2A","bromodomain adjacent to zinc finger domain 2A"
"201356_at","SF3A1","splicing factor 3a subunit 1"
"201358_s_at","COPB1","COPI coat complex subunit beta 1"
"201360_at","CST3","cystatin C"
"201361_at","TMEM109","transmembrane protein 109"
"201362_at","IVNS1ABP","influenza virus NS1A binding protein"
"201364_s_at","OAZ2","ornithine decarboxylase antizyme 2"
"201366_at","ANXA7","annexin A7"
"201367_s_at","ZFP36L2","ZFP36 ring finger protein like 2"
"201370_s_at","CUL3","cullin 3"
"201373_at","PLEC","plectin"
"201374_x_at","PPP2CB","protein phosphatase 2 catalytic subunit beta"
"201376_s_at","HNRNPF","heterogeneous nuclear ribonucleoprotein F"
"201377_at","UBAP2L","ubiquitin associated protein 2 like"
"201379_s_at","TPD52L2","TPD52 like 2"
"201380_at","CRTAP","cartilage associated protein"
"201381_x_at","CACYBP","calcyclin binding protein"
"201383_s_at","NBR1","NBR1 autophagy cargo receptor"
"201385_at","DHX15","DEAH-box helicase 15"
"201387_s_at","UCHL1","ubiquitin C-terminal hydrolase L1"
"201388_at","PSMD3","proteasome 26S subunit, non-ATPase 3"
"201389_at","ITGA5","integrin subunit alpha 5"
"201390_s_at","CSNK2B","casein kinase 2 beta"
"201391_at","TRAP1","TNF receptor associated protein 1"
"201392_s_at","IGF2R","insulin like growth factor 2 receptor"
"201394_s_at","RBM5","RNA binding motif protein 5"
"201396_s_at","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha"
"201397_at","PHGDH","phosphoglycerate dehydrogenase"
"201398_s_at","TRAM1","translocation associated membrane protein 1"
"201400_at","PSMB3","proteasome 20S subunit beta 3"
"201401_s_at","GRK2","G protein-coupled receptor kinase 2"
"201403_s_at","MGST3","microsomal glutathione S-transferase 3"
"201405_s_at","COPS6","COP9 signalosome subunit 6"
"201406_at","RPL36A","ribosomal protein L36a"
"201407_s_at","PPP1CB","protein phosphatase 1 catalytic subunit beta"
"201410_at","PLEKHB2","pleckstrin homology domain containing B2"
"201412_at","LRP10","LDL receptor related protein 10"
"201413_at","HSD17B4","hydroxysteroid 17-beta dehydrogenase 4"
"201414_s_at","NAP1L4","nucleosome assembly protein 1 like 4"
"201415_at","GSS","glutathione synthetase"
"201416_at","SOX4","SRY-box transcription factor 4"
"201419_at","BAP1","BRCA1 associated deubiquitinase 1"
"201420_s_at","WDR77","WD repeat domain 77"
"201422_at","IFI30","IFI30 lysosomal thiol reductase"
"201423_s_at","CUL4A","cullin 4A"
"201425_at","ALDH2","aldehyde dehydrogenase 2 family member"
"201426_s_at","VIM","vimentin"
"201427_s_at","SELENOP","selenoprotein P"
"201428_at","CLDN4","claudin 4"
"201429_s_at","RPL37A","ribosomal protein L37a"
"201430_s_at","DPYSL3","dihydropyrimidinase like 3"
"201432_at","CAT","catalase"
"201433_s_at","PTDSS1","phosphatidylserine synthase 1"
"201434_at","TTC1","tetratricopeptide repeat domain 1"
"201435_s_at","EIF4E","eukaryotic translation initiation factor 4E"
"201438_at","COL6A3","collagen type VI alpha 3 chain"
"201439_at","GBF1","golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"201440_at","DDX23","DEAD-box helicase 23"
"201441_at","COX6B1","cytochrome c oxidase subunit 6B1"
"201442_s_at","ATP6AP2","ATPase H+ transporting accessory protein 2"
"201445_at","CNN3","calponin 3"
"201446_s_at","TIA1","TIA1 cytotoxic granule associated RNA binding protein"
"201451_x_at","RHEB","Ras homolog, mTORC1 binding"
"201454_s_at","NPEPPS","aminopeptidase puromycin sensitive"
"201456_s_at","BUB3","BUB3 mitotic checkpoint protein"
"201459_at","RUVBL2","RuvB like AAA ATPase 2"
"201460_at","MAPKAPK2","MAPK activated protein kinase 2"
"201462_at","SCRN1","secernin 1"
"201463_s_at","TALDO1","transaldolase 1"
"201464_x_at","JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"201467_s_at","NQO1","NAD(P)H quinone dehydrogenase 1"
"201469_s_at","SHC1","SHC adaptor protein 1"
"201470_at","GSTO1","glutathione S-transferase omega 1"
"201471_s_at","SQSTM1","sequestosome 1"
"201472_at","VBP1","VHL binding protein 1"
"201473_at","JUNB","JunB proto-oncogene, AP-1 transcription factor subunit"
"201474_s_at","ITGA3","integrin subunit alpha 3"
"201475_x_at","MARS1","methionyl-tRNA synthetase 1"
"201476_s_at","RRM1","ribonucleotide reductase catalytic subunit M1"
"201478_s_at","DKC1","dyskerin pseudouridine synthase 1"
"201480_s_at","SUPT5H","SPT5 homolog, DSIF elongation factor subunit"
"201481_s_at","PYGB","glycogen phosphorylase B"
"201482_at","QSOX1","quiescin sulfhydryl oxidase 1"
"201483_s_at","SUPT4H1","SPT4 homolog, DSIF elongation factor subunit"
"201485_s_at","RCN2","reticulocalbin 2"
"201487_at","CTSC","cathepsin C"
"201489_at","PPIF","peptidylprolyl isomerase F"
"201491_at","AHSA1","activator of HSP90 ATPase activity 1"
"201492_s_at","RPL41","ribosomal protein L41"
"201493_s_at","PUM2","pumilio RNA binding family member 2"
"201494_at","PRCP","prolylcarboxypeptidase"
"201495_x_at","MYH11","myosin heavy chain 11"
"201498_at","USP7","ubiquitin specific peptidase 7"
"201500_s_at","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11"
"201501_s_at","GRSF1","G-rich RNA sequence binding factor 1"
"201502_s_at","NFKBIA","NFKB inhibitor alpha"
"201503_at","G3BP1","G3BP stress granule assembly factor 1"
"201504_s_at","TSN","translin"
"201505_at","LAMB1","laminin subunit beta 1"
"201506_at","TGFBI","transforming growth factor beta induced"
"201507_at","PFDN1","prefoldin subunit 1"
"201508_at","IGFBP4","insulin like growth factor binding protein 4"
"201509_at","IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta"
"201510_at","ELF3","E74 like ETS transcription factor 3"
"201511_at","AAMP","angio associated migratory cell protein"
"201512_s_at","TOMM70","translocase of outer mitochondrial membrane 70"
"201516_at","SRM","spermidine synthase"
"201517_at","NCBP2","nuclear cap binding protein subunit 2"
"201518_at","CBX1","chromobox 1"
"201522_x_at","SNRPN","small nuclear ribonucleoprotein polypeptide N"
"201522_x_at","SNURF","SNRPN upstream open reading frame"
"201523_x_at","UBE2N","ubiquitin conjugating enzyme E2 N"
"201525_at","APOD","apolipoprotein D"
"201526_at","ARF5","ARF GTPase 5"
"201527_at","ATP6V1F","ATPase H+ transporting V1 subunit F"
"201528_at","RPA1","replication protein A1"
"201530_x_at","EIF4A1","eukaryotic translation initiation factor 4A1"
"201530_x_at","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)"
"201531_at","ZFP36","ZFP36 ring finger protein"
"201532_at","PSMA3","proteasome 20S subunit alpha 3"
"201533_at","CTNNB1","catenin beta 1"
"201534_s_at","UBL3","ubiquitin like 3"
"201536_at","DUSP3","dual specificity phosphatase 3"
"201539_s_at","FHL1","four and a half LIM domains 1"
"201541_s_at","ZNHIT1","zinc finger HIT-type containing 1"
"201542_at","SAR1A","secretion associated Ras related GTPase 1A"
"201544_x_at","PABPN1","poly(A) binding protein nuclear 1"
"201544_x_at","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough"
"201546_at","TRIP12","thyroid hormone receptor interactor 12"
"201547_at","KDM5B","lysine demethylase 5B"
"201550_x_at","ACTG1","actin gamma 1"
"201551_s_at","LAMP1","lysosomal associated membrane protein 1"
"201554_x_at","GYG1","glycogenin 1"
"201555_at","MCM3","minichromosome maintenance complex component 3"
"201556_s_at","VAMP2","vesicle associated membrane protein 2"
"201558_at","RAE1","ribonucleic acid export 1"
"201559_s_at","CLIC4","chloride intracellular channel 4"
"201561_s_at","CLSTN1","calsyntenin 1"
"201562_s_at","SORD","sorbitol dehydrogenase"
"201564_s_at","FSCN1","fascin actin-bundling protein 1"
"201565_s_at","ID2","inhibitor of DNA binding 2"
"201567_s_at","GOLGA4","golgin A4"
"201568_at","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII"
"201569_s_at","SAMM50","SAMM50 sorting and assembly machinery component"
"201571_s_at","DCTD","dCMP deaminase"
"201573_s_at","ETF1","eukaryotic translation termination factor 1"
"201575_at","SNW1","SNW domain containing 1"
"201576_s_at","GLB1","galactosidase beta 1"
"201577_at","NME1","NME/NM23 nucleoside diphosphate kinase 1"
"201578_at","PODXL","podocalyxin like"
"201579_at","FAT1","FAT atypical cadherin 1"
"201580_s_at","TMX4","thioredoxin related transmembrane protein 4"
"201582_at","SEC23B","SEC23 homolog B, COPII coat complex component"
"201584_s_at","DDX39A","DExD-box helicase 39A"
"201585_s_at","SFPQ","splicing factor proline and glutamine rich"
"201585_s_at","LOC654780","splicing factor proline/glutamine-rich"
"201587_s_at","IRAK1","interleukin 1 receptor associated kinase 1"
"201588_at","TXNL1","thioredoxin like 1"
"201589_at","SMC1A","structural maintenance of chromosomes 1A"
"201590_x_at","ANXA2","annexin A2"
"201591_s_at","NISCH","nischarin"
"201592_at","EIF3H","eukaryotic translation initiation factor 3 subunit H"
"201593_s_at","ZC3H15","zinc finger CCCH-type containing 15"
"201594_s_at","PPP4R1","protein phosphatase 4 regulatory subunit 1"
"201596_x_at","KRT18","keratin 18"
"201597_at","COX7A2","cytochrome c oxidase subunit 7A2"
"201598_s_at","INPPL1","inositol polyphosphate phosphatase like 1"
"201599_at","OAT","ornithine aminotransferase"
"201600_at","PHB2","prohibitin 2"
"201601_x_at","IFITM1","interferon induced transmembrane protein 1"
"201602_s_at","PPP1R12A","protein phosphatase 1 regulatory subunit 12A"
"201605_x_at","CNN2","calponin 2"
"201606_s_at","PWP1","PWP1 homolog, endonuclein"
"201609_x_at","ICMT","isoprenylcysteine carboxyl methyltransferase"
"201612_at","ALDH9A1","aldehyde dehydrogenase 9 family member A1"
"201613_s_at","AP1G2","adaptor related protein complex 1 subunit gamma 2"
"201614_s_at","RUVBL1","RuvB like AAA ATPase 1"
"201615_x_at","CALD1","caldesmon 1"
"201618_x_at","GPAA1","glycosylphosphatidylinositol anchor attachment 1"
"201619_at","PRDX3","peroxiredoxin 3"
"201620_at","MBTPS1","membrane bound transcription factor peptidase, site 1"
"201621_at","NBL1","NBL1, DAN family BMP antagonist"
"201622_at","SND1","staphylococcal nuclease and tudor domain containing 1"
"201623_s_at","DARS1","aspartyl-tRNA synthetase 1"
"201625_s_at","INSIG1","insulin induced gene 1"
"201628_s_at","RRAGA","Ras related GTP binding A"
"201629_s_at","ACP1","acid phosphatase 1"
"201631_s_at","IER3","immediate early response 3"
"201632_at","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha"
"201633_s_at","CYB5B","cytochrome b5 type B"
"201635_s_at","FXR1","FMR1 autosomal homolog 1"
"201638_s_at","CPSF1","cleavage and polyadenylation specific factor 1"
